id,abbreviation,name,type
4906,MCC,Mennonite Central Committee,NGO
3212,Menschen für,Menschen für,NGO
4034,MGM,Menschen Gegen Minen,NGO
3288,MNC,Mensen in Nood Caritas,NGO
11435,Mental Health Service,Mental Health Service,NGO
10656,MGI,Mentor a Girl Initiative,NGO
1710,Merck,Merck,Private organization/foundation
206,Merck & Co. Inc.,Merck & Co. Inc.,Private organization/foundation
911,Mercury International,Mercury International,Private organization/foundation
5445,Mercy and Sharing Foundation,Mercy and Sharing Foundation,Private organization/foundation
7016,Mercy Association For Relief and Development - Gaza,Mercy Association For Relief and Development - Gaza,NGO
4305,Mercy Corps,Mercy Corps,NGO
8613,MC Scotland,Mercy Corps Scotland,NGO
671,MGV,Mercy Group of Volunteers,NGO
3219,Mercy Hands,Mercy Hands for Humanitarian Aid,NGO
3410,Mercy Malaysia,Mercy Malaysia,NGO
876,MOPD,Mercy Organization for Peace and Development,NGO
1319,MR,Mercy Relief,NGO
3665,"Mercy Relief, Singapore","Mercy Relief, Singapore",NGO
4529,MS,Mercy Ships,NGO
10552,MSS,Mercy South Sudan,NGO
2314,Mercy-USA,Mercy-USA for Aid and Development,NGO
7558,MWL,Mercy Without Limits,NGO
3381,MPA,Merove-Pierre Et Associes,Private organization/foundation
203,Merrill Lynch,Merrill Lynch,Private organization/foundation
489,MID-P,Merti Integrated Development Programme,NGO
4583,MPA,Messagers de la Paix en Afrique,NGO
5396,MetaCorp,MetaCorp,Private organization/foundation
8738,METAdrasi,METAdrasi – Action for Migration and Development,NGO
5994,Meteorologisk Institutt,Meteorologisk Institutt,NGO
9886,MC,Methodist Church,NGO
4141,MEDRA,Methodist Development and Relief Agency,NGO
199,MF,Metta Development Foundation,NGO
2665,Mexico RC,Mexican Red Cross,Red Cross/Red Crescent
4856,Mexico,"Mexico, Government of",Government
7458,MW,Miak Wadang,NGO
9614,MWCDO,Miakwadang Community Development Organization,NGO
8586,MIC EU Civil Protection,MIC EU Civil Protection,Inter-governmental
11971,MDSF,Michel Daher Social Foundation,NGO
4782,Micronesia,"Micronesia,  Federated States of, Government of",Government
4781,Micronesia RC,Micronesia Red Cross,Red Cross/Red Crescent
1403,MI,Micronutrient Initiative,NGO
10747,MRC,Micro-Recyc Coopération,NGO
1618,Microsoft,Microsoft,Private organization/foundation
5627,MECA,Middle East Children's Alliance,NGO
6684,MECI,Middle East Children’s Institute,NGO
6993,MECC,Middle East Council of Churches,NGO
977,MERI,Middle East Research Institute,Private organization/foundation
4069,MJEEC,Middle Juba Emergency Education Cluster,Private organization/foundation
3694,MACO,Midland Aids Caring Organisation,NGO
9579,MRDO,Midnimo Relief and Development Organization,NGO
2369,MCC,Midwest Canvas Corporation,Private organization/foundation
10929,Migrace,Migrace Organization,NGO
9904,Fundación MIRARES,"Migrantes, Refugiados y Argentinos Emprendedores Sociales",NGO
9355,MOAS,Migrant Offshore Aid Station,NGO
11962,MAP,Migration & Asylum Project - Initiative of the The Ara Trust,NGO
5510,Migros,Migros,Private organization/foundation
2867,Mildmay,Mildmay,NGO
5706,Milestone Management International LLC,Milestone Management International LLC,Private organization/foundation
3966,MMIPE,Milinda Moragoda institute for people's empowerment,Private organization/foundation
6933,MDF,Millenium Development Foundation,NGO
3510,MPHTF,Millenium Project Hunger Task Force,Private organization/foundation
5505,Millennium Pharmaceuticals,Millennium Pharmaceuticals,Private organization/foundation
4982,MRD,Millennium Relief and Development,Private organization/foundation
1886,Miloserdie,Miloserdie (Mercy),NGO
8962,MSH,Minberalsham,NGO
5940,MAPAD Initiatives Inc.,"Mindanao Action for Peace and Development Initiatives, Inc.",NGO
349,MIDCOP INC.,Mindanao Dynamic Culture of Peace Inc.,NGO
6876,MinHAD,"Mindanao Humanitarian Action and Development, Inc.",NGO
6307,MinHRAC,Mindanao Human Rights Action Center,NGO
646,MMCEAI,Mindanao Migrants Center for Empowering Actions,NGO
11092,MMEDF,Mindanao Modern Education and Development Foundation,NGO
6742,MOSEP,"Mindanao Organization for Social and Economic Progress, Inc.",NGO
4282,MTB,Mindanao Tulong Bakwet,NGO
7414,MLO,Mind Life Organization,NGO
4121,MAC,Mine Action Canada,NGO
4900,MACA,Mine Action Centre for Afghanistan,UN agency
1594,MACCA,Mine Action Coordination Centre of Afghanistan,UN agency
3092,MAG,Mine Action Group,NGO
2458,MAPA,Mine Action Programme for Afghanistan,UN agency
7726,MIR,Mine and UXO Impact Relief,NGO
10651,MARF,Mine Awareness and Response Foundation,NGO
1913,MAT,Mine Awareness Trust,NGO
1817,MCPA,Mine Clearance and Planning Agency,NGO
4229,MDC,Mine Detection Centre,NGO
2404,MAG,Mines Advisory Group,NGO
9498,MSU,Mine Safe Ukraine,Private organization/foundation
2632,Mingalar Myanmar,Mingalar Myanmar,NGO
9799,MAHGC,Ministère de l'Action Humanitaire et de la Gestion des Catastrophes,Government
1029,MEIFA,Ministère Evangélique International Foi d'Abraham,NGO
3632,MAIL Afghanistan,"Ministry of Agriculture, Irrigation and Livestock Afghanistan",Government
132,MEHE,Ministry of Education and Higher Education,Government
3760,Ministry of Environment and University of Zurich,Ministry of Environment and University of Zurich,Government
11512,MOHD SL,Ministry Of Health Development Somaliland,Government
11360,MoH Jordan,Ministry of Health Jordan,Government
3418,MoPH Afghanistan,Ministry of Public Health Afghanistan,Government
3616,MRRD Afghanistan,Ministry of Rural Rehabilitation and Development Afghanistan,Government
11361,MoSD Jordan,Ministry of Social Development Jordan,Government
3631,MUD Afghanistan,Ministry of Urban Development Afghanistan,Government
6178,Minneapolis Foundation,Minneapolis Foundation,Private organization/foundation
1515,MRGI,Minority Rights Group International,NGO
2081,MINUCI - Human Rights Unit,MINUCI - Human Rights Unit,UN agency
5601,MINUSTAH,MINUSTAH,UN agency
10870,MICHAFOUND,Miracle Charity Foundation,NGO
3993,MIRC Corporate,MIRC Corporate,Private organization/foundation
5164,MORRD,"Miri Organization for Repatriation, Rehabiliation and Development",NGO
5984,MCCN,Miriro Children Care Network,NGO
5893,MIR - MUXO Impact Relief,MIR - MUXO Impact Relief,NGO
1109,MRF,Mirzaie Rehabilitation Foundation,NGO
11474,Misbah,Misbah Association for Development,NGO
5643,MIS Cares,MIS Cares,Private organization/foundation
10752,MC,Misean Cara,NGO
2368,Misereor,Misereor,NGO
1965,MICDC,Misericordia International Center Day Care,Private organization/foundation
2113,MPC,Mision para Cristo,NGO
9905,Misión Scalabriniana,Misión Scalabriniana,NGO
9411,Misk,Misk Organization,NGO
6139,MISOLA,MISOLA,Private organization/foundation
10988,MP,Missão Paz,Private organization/foundation
4794,"Mission 21, Basle","Mission 21, Basle",NGO
4256,Mission am Nill,Mission am Nill,NGO
2682,Mission Armenia,Mission Armenia,NGO
3678,Mission Austria - Päpstliche Missionswerke in österreich,Mission Austria - Päpstliche Missionswerke in österreich,NGO
3377,MAF,Mission Aviation Fellowship,NGO
483,MICAD,Mission Chrétienne d'Aide au Développement,NGO
8896,MONUSCO,Mission de l'Organisation des Nations Unies pour la Stabilisation en RD Congo,UN agency
2091,MINUSTAH,Mission des Nations Unies pour la stabilisation en Haïti,UN agency
6223,MVLP,Mission des Volontaires en Lutte contre la Pauvreté en Centrafrique,NGO
2490,ME,Mission East,NGO
11023,MSC Onlus,Missione di Speranza e Carità Onlus,Private organization/foundation
705,Mission Enfance,Mission Enfance,NGO
1397,M-HDR,Mission for Health Development and Research,Private organization/foundation
6040,IDEALE,Mission idéale d'actions humanitaires et de développement durable,NGO
5058,Mission Inclusion,Mission Inclusion (formerly Léger Foundation),Private organization/foundation
3399,Missionnaires du Divin Maître,Missionnaires du Divin Maître,Private organization/foundation
2579,MDMaître,Missionnaires du Divin Maître / Shabunda,NGO
3852,Mission Ost - DNK,Mission Ost - DNK,NGO
10630,MPVT,Mission Parole de Vie du Tchad,NGO
1140,MEDBOX,Missionsärztliches Institut Würzburg,NGO
2339,Missionszentrale der Franziskaner e.V.,Missionszentrale der Franziskaner e.V.,NGO
9620,MTA,Mission Trust Aid,NGO
2077,MCID,Mississippi Consortium for International Development,NGO
5289,Mitsubishi Electric,Mitsubishi Electric,Private organization/foundation
5617,"Mitsui USA, Inc.","Mitsui USA, Inc.",Private organization/foundation
9275,MI,Miyamoto International,Private organization/foundation
561,Murdock Trust,M. J. Murdock Charitable Trust,Private organization/foundation
6559,MOHA,Mnara Humanitarian,NGO
9753,Ahl al-Sham,Mobadrah Ahl al-Sham,NGO
8794,Mobadron,Mobadron Foundation for Social Development,NGO
8977,MHA,Mobile Humanitarian Agency,NGO
6841,MIHO,Mobile Immunization and Healthcare Organization,NGO
9671,MLI,Mobile Learning Initiatives,NGO
7360,MTT,Mobile Theatre Team,NGO
5790,Mobilink Foundation,Mobilink Foundation,Private organization/foundation
10543,MMC - International,Modern Management Company - International,NGO
1386,Al Maktoum Foundation,Mohamad Bin Rashid Al Maktoum Foundation,Private organization/foundation
5500,Mohamed Bin Rashid Al Maktoum Humanitarian and Charity Establishment,Mohamed Bin Rashid Al Maktoum Humanitarian and Charity Establishment,Private organization/foundation
5750,MWO,Mohib e Watan Welfare Organization,NGO
6393,MOJAZ Foundation,MOJAZ Foundation,Private organization/foundation
4857,Moldova,"Moldova, Government of",Government
3436,Molson Coors Brewing Company,Molson Coors Brewing Company,Private organization/foundation
3012,"Molycorp, Inc.","Molycorp, Inc.",Private organization/foundation
2394,MAP,Monaco Aide et Presence,NGO
4858,Monaco,"Monaco, Government of",Government
7950,Mona,Mona Relief Ltd,NGO
7303,MSJM,Monastery Saint James the Mutilated,NGO
7419,MADA,Monazama Al-Dawa Al-Islamiya,NGO
11642,Mon Club,Mon Club International,NGO
1711,MoneyGram International,MoneyGram International,Private organization/foundation
107,Mongolia,"Mongolia, Government of",Government
2390,Mongolia RC,Mongolian Red Cross,Red Cross/Red Crescent
1844,META,Monitoring Evaluation And Training Agency,NGO
5407,Monsanto Co.,Monsanto Co.,Private organization/foundation
3494,Montenegro,"Montenegro, Government of",Government
2247,MIIS,Monterey Institute of International Studies,Private organization/foundation
11307,MUCO,Mooblen United Community Organization,NGO
5458,Moody's,Moody's,Private organization/foundation
7566,MMA,Moomken,NGO
7395,MLDO,Moon Light Development Organization,NGO
1593,Moravian Church,Moravian Church,NGO
1680,Morgan Stanley,Morgan Stanley,Private organization/foundation
5059,MST,Moriti oa Sechaba Trust,NGO
10577,MT SS,Morning Tears South Sudan,NGO
130,Morocco RC,Moroccan Red Crescent,Red Cross/Red Crescent
4859,Morocco,"Morocco, Government of",Government
7105,MFHD,Moroog Foundation for Human Development,NGO
5922,MWDECC,Moro Women Development and Cultural Center,NGO
1019,MCSDA,Moru Christian Service Development Association,NGO
1681,Mosaic Company,Mosaic Company,Private organization/foundation
8996,Mosaic,Mosaic Humanitarian Relief and Development Society,NGO
765,MOFYT,Mostagbal Organization for Youth Training,NGO
6751,MaCDA,Mother and Children Development Aid,NGO
11886,MCAO,MotherCare Action Organization,NGO
6330,Mother Helpage Worldwide,Mother Helpage Worldwide,NGO
6782,MAC,Mothering Across Continents,NGO
9161,MLS,Motherland Somalia NGO,NGO
9259,MCMDO,Mothers and Children Multisectoral Development Organization (MCMDO),NGO
10120,MCO,Mother's Charity Organization,NGO
4916,Mothers of Chechnya,Mothers of Chechnya,NGO
8994,MSS,Mothers' School Society,NGO
2276,MU,Mother's Union (MU) Diocese of Kitgum - Church of Uganda,NGO
9826,MOCAH,Motivation des Citoyens pour l'Avancement d'Haiti,NGO
202,Motorola Foundation,Motorola Foundation,Private organization/foundation
1010,Motsepe Family Foundation,Motsepe Family Foundation,Private organization/foundation
11616,Mott MacDonald,Mott MacDonald,Other
11085,MAMNEAC,Moulana Ali Miyan Nadwi Educational and Charitable Trust,NGO
11627,MBDHP,Mouvement Burkinabè des droits de l'Homme et des Peuples,NGO
9761,MOJEDEC,Mouvement des Jeunes pour le Développement et l'Education Citoyenne,NGO
11424,MOJDDE,Mouvement des Jeunes pour le Developpment de Derouzé,Other
7167,MIEJ,Mouvement d'Intégration et d'Epanouissement des Jeunes,NGO
895,MIRIPSUD,Mouvement d'integration et de renforcement aux initiatives paysannes,NGO
1112,MHDR,Mouvement Haitien pour le Développement Rural,NGO
6075,MNFPUN,Mouvement National des Femmes pour la sauvegarde de la Paix et de l'Unité Nationale,NGO
851,Mouvement non violent syrien,Mouvement non violent syrien,NGO
5185,MODEH,Mouvement organisé pour le développement d'Haïti,NGO
1053,MESAD,"Mouvement pour l’Education, la Santé et le Développement",NGO
9367,Mouvement Social,Mouvement Social,NGO
7234,Musuhum,Mouvement universel pour la survie de l'humanité,NGO
5866,MOFKA,Mouvman Fanm Aktif Kafou,NGO
11408,MPBGB,Mouvman Peyizan Bawo Gandou Benè,NGO
4942,MALAO,Movement Against Small Arms in West Africa,NGO
3598,Movement Centre of Jeju Citizen to Cooperation between South and North,Movement Centre of Jeju Citizen to Cooperation between South and North,Private organization/foundation
1072,MWO,Move Welfare Organization,NGO
11898,MEPT,Movimento de Educaçao Para Todos,NGO
11565,MOCRECI, Movimiento Creando Ciudadanos,NGO
4359,MPDL,"Movimiento por la Paz, el Desarme y la Libertad",NGO
3384,"Movimiento Por La Paz, El Desarme Y La Libertad, (E)","Movimiento Por La Paz, El Desarme Y La Libertad, (E)",NGO
11072,SOMOS,Movimiento SOMOS,NGO
2493,MOVIMONDO,MOVIMONDO,NGO
3246,MF,Moving Forward Association,NGO
7000,Movitel,Movitel,Private organization/foundation
11892,AMODEC,Mozambican Association for Community Development / Associação Moçambicana de Desenvolvimento da Comunidade,NGO
3360,Mozambique,"Mozambique, Government of",Government
2468,Mozambique RC,Mozambique Red Cross Society,Red Cross/Red Crescent
2848,MPDL - PRTM,MPDL - PRTM,NGO
2455,MRCA / AMI,MRCA / AMI,NGO
1978,MRCA,MRCA - Medical Refresher Course for Afghan,NGO
921,MSD-DK,MSD-DK,NGO
3188,MS Denmark,MS Denmark,NGO
4893,MSI,MSI,Private organization/foundation
4173,MSZ,MSZ,Private organization/foundation
5435,M&T Bank,M&T Bank,Private organization/foundation
1859,MADAR,Mubadiroon Organization for Prevention of Disaster and War Impacts,NGO
7819,MCDO,Mubarak Community Development Organization,NGO
3066,MURDO,Mubarak for Relief and Development Organization,NGO
576,MDMC Indonesia,Muhammadiyah Disaster Management Center,Private organization/foundation
3928,MZC,Mujeres en Zona de Conflicto,NGO
9359,Mukti Cox's Bazar,Mukti Cox's Bazar,NGO
3141,Mulrany International,Mulrany International,NGO
11252,MSYDD,Mülteciler ve Siginmacilar Yasdimlasma ve Dayanisma Dernegi,NGO
10104,MAPs,Multi Aid Programs,NGO
3668,MDTF-DR Indonesia,Multi-Donor Fund Facility for Disaster Recovery-Indonesia,UN agency
1480,MDTF-NS,Multi-Donor Trust Fund for the Sudan,UN agency
3414,MDTF-S,Multi-Donor Trust Fund for the Sudan South,UN agency
3846,MIF,Multinational Interim Force,Inter-governmental
10474,MURADO,Muna Unified Relief and Development Organization,NGO
1167,MDI,Munazamat Dawa Islamia,NGO
11604,MS,Mundo Solidario,NGO
6516,MRDA,Mundri Relief and Development Association,NGO
6256,MuAN,Municipal Association of Nepal,Government
8378,MUDO,Muqal Development Organization,NGO
8923,MFD,Musanadah Foundation for Development,NGO
7036,Museke Foundation,Museke Foundation,Private organization/foundation
4327,Muslim Aid,Muslim Aid,NGO
5193,Muslim Aid and GlobalMedic,Muslim Aid and GlobalMedic,NGO
11308,MCA,Muslim Community of Albania,Private organization/foundation
5011,MHI,Muslim Hands International,NGO
6295,MYROi,Muslim Youth Religious Organization,NGO
1216,MPDO,Mussco for Peace and Development Organization,NGO
11251,MMS,Mustafa Mahmoud Society,NGO
6939,MMC,Mustaqbal Media Corporation,Private organization/foundation
10865,MUVSUD,Mustard Vision for Sustainable Development,NGO
8128,MVAD,Mutualité des Volontaires Africains pour le Développement,NGO
5740,MPAP,Muzaffarabad Poverty Alleviation Program,NGO
9571,MHD,Muzun for Humanitarian and Development,NGO
2341,MMT,Mvuramanzi Trust,NGO
3874,MWANA PROJECT,MWANA PROJECT,Private organization/foundation
7106,MHR,Mwatana Organization for Human Rights,NGO
3568,MT,Mwelekeo Trust,NGO
1556,MBC on AIDS,Myanmar Business Coalition on AIDS,Private organization/foundation
3968,Myanmar,"Myanmar, Government of",Government
6671,MHAA,Myanmar Health Assistant Association,Private organization/foundation
7477,MHDO,Myanmar Heart Development Organization,NGO
8017,Myanmar Humanitarian Fund,Myanmar Humanitarian Fund,Pooled fund
396,MNGO-CP,Myanmar NGO Contingency Plan Steering Committee,NGO
8006,MNMA,Myanmar Nurse and Midwife Association,NGO
200,Myanmar RC,Myanmar Red Cross Society,Red Cross/Red Crescent
8660,MRF,Myittar Resource Foundation,NGO
9421,MyShaqo,MyShaqo NGO,NGO
7761,MLSF,Mystic Life Support Foundation,NGO
9334,N/a,N/a,NGO
7373,Navi,Naath Vision,NGO
6247,Nabaaal Hayat,Nabaaal Hayat Association for Relief and Development,NGO
4481,Naba'a,Naba'a - Developmental Action without Borders,NGO
6222,NADO,Nabda for Development,NGO
7740,NFPS,Nabdh Al-Hayat Foundation for Public Services,NGO
10760,Nabolok,Nabolok,NGO
1447,Nabon,"Nabon Fondation, Inc.",NGO
2953,NAC,NAC,NGO
5334,Nachbar in Not,Nachbar in Not,Private organization/foundation
8599,NaCSA/World Bank,NaCSA/World Bank,Inter-governmental
1165,NADA,Nada Elazhar for Disaster Prevention and Sustainable Development,NGO
6503,OBVCO,Nadety Bang Voluntary Organization,NGO
10927,Naduk,Naduk Humanitarian Organization,NGO
1436,NHO,Næringslivets Hovedorganisasjon,Private organization/foundation
371,Nærings- og Handelsdepartementet,Nærings- og Handelsdepartementet,Government
10431,Nagaad,Nagaad Network,NGO
900,NADO,Nahal Development Organization,NGO
2463,Nahda,Nahda,NGO
7033,NMO,Nahda Makers Organization,NGO
8115,NOPVO,Nahda Organization for Projects and Voluntary Organizations,NGO
8409,NDF,Nahd Developmental Foundation,NGO
577,Nahdlatul Ulamu,Nahdlatul Ulamu,Private organization/foundation
9322,NIC,Nahrain International Company,Private organization/foundation
8339,Najah,Najah Foundation for Development and Humanitarian Response,NGO
5874,NAOYDI,Najm Almashriq Organization,NGO
10740,NP & UF,Najma Peace and Unity Foundation,NGO
7331,NCST,Namaa' College for Science and Technology,Private organization/foundation
8960,NHO,Nama'a Humanitarian Organisation,NGO
898,Namibia CARES Movement,Namibia CARES Movement,NGO
4860,Namibia,"Namibia, Government of",Government
3265,Namibia RC,Namibia Red Cross,Red Cross/Red Crescent
11388,NDO,Nari Development Organization,NGO
2461,NWA,Nari Welfare Association,NGO
11654,N.Z.EKATA,Narkata Zheri Ekata Mohila Samiti,NGO
251,NRDP,Narowal Rural Development Programme,NGO
9049,NH,Narrative Hub,NGO
9062,NKO,Nasaem Khair Organization,NGO
9052,NDF,Nashingol Development Foundation,NGO
4074,NARDO,Nasib Relief and Development Organisation,NGO
756,NCDA,Nasir Community Development Agency,NGO
9006,NAS,NAS Organization,NGO
3825,Nathan Associates,Nathan Associates,Private organization/foundation
5585,Nathan Cummings Foundation,Nathan Cummings Foundation,Private organization/foundation
9755,NAO,Nation Aid Organisation,NGO
1082,NARD,National Action for Relief and Development,NGO
5745,NAFC,National Agency for Family Care,NGO
2995,NACF,National Agricultural Cooperative Federation,NGO
3504,NAWF,National Anti War Front,NGO
11356,NAFE,National Association for Family Empowerment,NGO
5111,NAFSA,National Association for Social Advocacy,Private organization/foundation
7271,NAMA,National Association of Moderation Development,NGO
3689,NANGO,National Association of Non Governmental Organisations,NGO
7199,NAVIN,National Association of VDCs in Nepal,NGO
1769,National Bank,National Bank,Private organization/foundation
1586,Bank of Canada,National Bank of Canada,Private organization/foundation
1665,National Basketball Association,National Basketball Association,Private organization/foundation
7200,NCE-N,National Campaign for Education Nepal,NGO
3184,NCCR,National Center for Community Rehabilitation,NGO
1334,NCP HIV/AIDS,National Center for the Prevention of HIV/AIDS,Private organization/foundation
1085,NCDO,National Christian Development Organization,NGO
2355,NCNIADC,National Coalition of NGOs for Inter-Korea Agricultural Development and Cooperation,NGO
5035,NCHD,National Commission for Human Development,NGO
6138,NCLW,National Commission for Lebanese Women,NGO
1476,NCRA,National Consultancy and Relief Association,NGO
7426,NACCRAN,National Council of Child Rights Advocates of Nigeria,NGO
4724,NCCA,National Council of Churches in Australia,NGO
6668,NCCK,National Council of Churches in Kenya,NGO
4144,NCDPZ,National Council of Disabled Persons of Zimbabwe,NGO
2354,NCSUM,National Council of Saemaul Undong Movement,NGO
2078,NDC (DRC),National De-mining Commission of the Democratic Republic of the Congo,NGO
7750,NDUs,National Demining Units Organization,NGO
3186,NDI,National Democratic Institute,Private organization/foundation
2227,NDIIA/IRI,National Democratic Institute for International Affairs/International Republican Institute,Private organization/foundation
8848,NDA,National Development Aid,NGO
7391,NDI,National Development Initiative,NGO
2762,NDO,National Development Organization,NGO
10096,NDRMF,National Disaster Risk Management Fund,Inter-governmental
5075,NEAB,National Education Advisory Board,NGO
248,NEEDS,National Education and Environmental Development Society,NGO
4593,NECCR,National Emergency Commission of Costa Rica,NGO
7999,NECO,National Empowerment Community Organization,NGO
9613,NEPWU,National Empowerment of Positive Women United,NGO
7527,NFUAJ,National Federation of UNESCO Association in Japan,NGO
2042,NFSP,"National Fishery Society, Peru",Private organization/foundation
1703,National Football League,National Football League,Private organization/foundation
8282,NFDHR,National Foundation for Development and Humanitarian Response,NGO
5970,NFDHR,National Foundation for Development and Human Rights,NGO
7107,NFRD,National Foundation for Relief and Development,NGO
1605,National Grid,National Grid,Private organization/foundation
7713,NHCO,National Health Care Organization,NGO
9195,NHA,National Humanitarian Aid,NGO
8911,NAHA,National Humanitarian Aid Organization,NGO
1852,NIDO,National Initiative for Development Organization,NGO
7785,NIHR,National Institute for Human Rights,Private organization/foundation
1456,NIRE,National Institute of Research and Education,Private organization/foundation
514,NISCVT,National Institution of Social Care & Vocational Training,NGO
3957,NIDA-Pakistan,National Integrated and Development Association (NIDA-Pakistan),NGO
3096,NIDA,National Integrated Development Agency,Private organization/foundation
10306,UK National Lottery,"National Lottery Community Fund, the UK",Private organization/foundation
7241,NMA,National Midwives Association,NGO
6246,NOAA,National Oceanic and Atmospheric Administration,Government
6144,NORA,National of Rehabilitation and Development Agency,NGO
7666,NOCAL,National Oil Company of Liberia,Private organization/foundation
6531,NOCD,National Organization for Care and Development,NGO
8366,NODHA,National Organization for Development and Human Aid,NGO
8844,NOR,National Organization for Relief,NGO
7510,NORMS,National Organization for Renaissance through Mobilization and Services,NGO
1249,NOSD,National Organization for Services and Development‎,NGO
8306,NOSDP,National Organization for Society Development and Peace,NGO
8413,NOSD,National Organization for Sustainable Development,NGO
5998,NOHS,National Organization for the Humanitarian Service,NGO
7145,NOHHS,National Organization Humanitarian Help and Support,NGO
3604,National Peace Corps Association,National Peace Corps Association,NGO
1087,NPO,National Planning Organization,NGO
6054,NPHCDA,National Primary Health Care Development Agency,NGO
7410,NPF,National Prisoner Foundation,NGO
2084,PNRBC,National Program for Community-based Re-Adaptation,NGO
2704,National Radio Appeal,National Radio Appeal,NGO
10561,NRAO,National Relief and Aid Organization,NGO
828,NRDC,National Relief and Development Corps,NGO
250,NRC,National Relief Committee,NGO
7809,NRDO,National Rural Development Organization,NGO
6746,NRDP,National Rural Development Program,NGO
1884,NRDP,National Rural Development Project,NGO
4582,NRSP,National Rural Support Programme,NGO
7917,NSMA,National Safe Motherhood Alliance,NGO
3462,NSET,National Society for Earthquake Technology,Private organization/foundation
4964,NSR,National Society for Rehabilitation,NGO
5698,NSAU,National Space Agency of Ukraine,Government
10915,NSPPL,National Syrian Project for Prosthetic Limbs,NGO
6426,NTUF,National Trade Union Federation,Private organization/foundation
4394,NATPOW,National Trust for Population Welfare,NGO
8648,NUMAD,National Units for Mine Action and Development,NGO
6502,NWERO,National Women Empowerment and Rehabilitation Organization,NGO
10944,NYDO,National Youth Development Organization,NGO
2065,NYF for South Sudan,National Youth Foundation for South Sudan,NGO
9679,NODI,Nation Oriented Development Initiative,NGO
9140,NAO,Nation's Aid Organisation,NGO
9045,NAO,Nation’s Aid Organization,NGO
11696,NCBP,Nations Capacity Building Programme,NGO
6464,NSDO,Nations Social Development Organization,NGO
5549,Nationwide Insurance Foundation,Nationwide Insurance Foundation,Private organization/foundation
6444,NOCDP,Natiq Organization of Community Development and Peace,NGO
10609,NCG,Nature Care Global,NGO
4979,NEWSCF,Natur Environments & Wildlife Society and Calcutta Foundation,Private organization/foundation
373,Natures Way,Natures Way,NGO
702,Nauru,"Nauru, Government of",Government
4924,NKF,Naveed Khan Foundation,Private organization/foundation
5395,NSDC,Nawabshah Social Development Coalition,NGO
3521,NEO,Nawafil El Khayrat Organization,NGO
7123,NCAA,Nawa for Culture and Arts Association,NGO
7601,Nawasi El-Khair,Nawasi El-Khair Organization,NGO
5870,NRDOAW,Nawayee Rehabilitation and Development Organization for Afghan Women,NGO
5852,NOASS,Nawed Organization Afghan Social Services,NGO
5357,NCA+partners,NCA+partners,NGO
6745,NECC,Near East Council of Churches in Gaza,NGO
2683,NEF,Near East Foundation,NGO
3013,NEC Corporation,NEC Corporation,Private organization/foundation
7984,NRO,Nedrelief Organization,NGO
3068,Nedsom Foundation,Nedsom Foundation,Private organization/foundation
2333,NSEA,Needs Service Education Agency,NGO
11369,NPPF,Needy Poor People Foundation,Private organization/foundation
7405,NMF,Neem Foundation,NGO
786,NMF,Neg Maron Foundation,NGO
2861,Nehemia Christenhilfsdienst e.V.,Nehemia Christenhilfsdienst e.V.,NGO
6827,NDV,Neighborhood Disaster Volunteers,NGO
6085,NIA,Neighbors Initiative Alliance,NGO
1614,NEM Insurance Company,NEM Insurance Company,Private organization/foundation
3463,NCDM,Nepal Centre for Disaster Management,NGO
10705,NEDS,Nepal Development Society (NEDS),NGO
8018,Nepal ERF,Nepal ERF,Pooled fund
4861,Nepal,"Nepal, Government of",Government
3459,Nepal RC,Nepal Red Cross Society,Red Cross/Red Crescent
7191,NEWAH,Nepal Water for Health,NGO
3005,NEPCom,NEPCom,Private organization/foundation
2188,NERU,NERU,NGO
4525,NESI Network,NESI Network,NGO
1696,Nestle,Nestle,Private organization/foundation
5647,Nestle USA,Nestle USA,Private organization/foundation
3747,SNV,Netherlands Development Organisation,NGO
3008,Netherlands,"Netherlands, Government of",Government
8748,iMMO,Netherlands Institute for Human Rights and Medical Assessment.,Private organization/foundation
2470,Netherlands RC,Netherlands Red Cross,Red Cross/Red Crescent
4684,NRF,Netherlands Refugee Foundation,Private organization/foundation
984,NetHope,NetHope,NGO
6314,"NetSol Technologies, Inc","NetSol Technologies, Inc",Private organization/foundation
9509,NAFIS Network,Network Against FGM in Somaliland,NGO
9167,NCPSD,"Network for Change, Peace and Socio-Community Development",NGO
7212,NCR,Network for Children's Rights,NGO
8943,NED,Network for Empowerment and Development,NGO
307,NHSD,Network for Human and Social Development,NGO
2459,NAGE-Pakistan,Network for the Advancement of Gender Equality (NAGE) Pakistan,NGO
7507,NYD,Network for Youth Development,NGO
3684,NEST,Networking and Support for HIV/AIDS Trust,NGO
2601,NHA,Network on Humanitarian Assistance,Private organization/foundation
10050,NOBEL,Network Organization of Best Life,NGO
8958,NETZ,Network Partnership for Development and Justice E. V,NGO
4432,NETZ,NETZ,NGO
11402,NBA and online NBAF,New Breed Africa recognized as New Breed Africa online,NGO
7725,NCOEDER,New Citizen Organization for Enlightenment the Duty and Rights of Citizenship,NGO
6102,NCRO,New Consultancy and Relief Organization,NGO
6077,New Dawn,New Dawn,NGO
4139,NDCCT,New Dawn Children Care Trust,NGO
2547,NE,New Education,NGO
247,NEDO,New Emerging Development Organization,NGO
10813,NG4C,New Generation for Christ,NGO
5132,NHCET,New Hope Child Environmental Trust,NGO
8030,NHF,New Hope Foundation,NGO
